clip_id,stratum,group,tier,endpoint,seed,path,T,a_idx,b_idx,two_sided,md5,static_pix,twin_clip_id,prompt_cat,grid,notes
start_v2__animalization_2__s42,S-GRID-START,NULLGEN,,animalization_2,42,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__animalization_2__ref_color_rain_0__s42.mp4,121,8,120,False,034cc427bdd332ebc23d9d95deab8eae,False,,neutral,v2,dedup_group=4;start_anchor=animalization_2_start9;endpoint_class=animalization
start_v2__animalization_2__s43,S-GRID-START,NULLGEN,,animalization_2,43,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__animalization_2__ref_color_rain_0__s43.mp4,121,8,120,False,c011d85363496731902ae66565f628b3,False,,neutral,v2,dedup_group=4;start_anchor=animalization_2_start9;endpoint_class=animalization
start_v2__color_rain_2__s42,S-GRID-START,NULLGEN,,color_rain_2,42,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__color_rain_2__ref_earth_element_4__s42.mp4,121,8,120,False,e13d55e95b29cdff68c10509e1af4ba7,False,,neutral,v2,dedup_group=4;start_anchor=color_rain_2_start9;endpoint_class=color_rain
start_v2__color_rain_2__s43,S-GRID-START,NULLGEN,,color_rain_2,43,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__color_rain_2__ref_earth_element_4__s43.mp4,121,8,120,False,b7490fa639d086ad37a31e9201316a57,False,,neutral,v2,dedup_group=4;start_anchor=color_rain_2_start9;endpoint_class=color_rain
start_v2__earth_element_6__s42,S-GRID-START,NULLGEN,,earth_element_6,42,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__earth_element_6__ref_gas_transformation_6__s42.mp4,121,8,120,False,b57edb5f635bf63a63149c9d193f1b2a,False,,neutral,v2,dedup_group=4;start_anchor=earth_element_6_start9;endpoint_class=earth_element
start_v2__earth_element_6__s43,S-GRID-START,NULLGEN,,earth_element_6,43,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__earth_element_6__ref_gas_transformation_6__s43.mp4,121,8,120,False,15ffee1f73cf3b0cd47aec27aa88efc7,False,,neutral,v2,dedup_group=4;start_anchor=earth_element_6_start9;endpoint_class=earth_element
start_v2__gas_transformation_7__s42,S-GRID-START,NULLGEN,,gas_transformation_7,42,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__gas_transformation_7__ref_illustration_scene_4__s42.mp4,121,8,120,False,10a3ad5bb581264f897d3badc99006ac,False,,neutral,v2,dedup_group=3;start_anchor=gas_transformation_7_start9;endpoint_class=gas_transformation
start_v2__gas_transformation_7__s43,S-GRID-START,NULLGEN,,gas_transformation_7,43,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__gas_transformation_7__ref_illustration_scene_4__s43.mp4,121,8,120,False,84eac0e0a289d727fbbd37f51f62c705,False,,neutral,v2,dedup_group=3;start_anchor=gas_transformation_7_start9;endpoint_class=gas_transformation
start_v2__illustration_scene_7__s42,S-GRID-START,NULLGEN,,illustration_scene_7,42,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__illustration_scene_7__ref_polygon_4__s42.mp4,121,8,120,False,5b4dea224de7fc901c39a213f7ced5d8,False,,neutral,v2,dedup_group=3;start_anchor=illustration_scene_7_start9;endpoint_class=illustration_scene
start_v2__illustration_scene_7__s43,S-GRID-START,NULLGEN,,illustration_scene_7,43,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__illustration_scene_7__ref_polygon_4__s43.mp4,121,8,120,False,0099d5abf59e2de6554f0f3d4c0af642,False,,neutral,v2,dedup_group=3;start_anchor=illustration_scene_7_start9;endpoint_class=illustration_scene
start_v2__money_rain_3__s42,S-GRID-START,NULLGEN,,money_rain_3,42,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__money_rain_3__ref_portal_1__s42.mp4,121,8,120,False,02174194396a36c8d68cb62b2555338b,False,,neutral,v2,dedup_group=3;start_anchor=money_rain_3_start9;endpoint_class=money_rain
start_v2__money_rain_3__s43,S-GRID-START,NULLGEN,,money_rain_3,43,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__money_rain_3__ref_portal_1__s43.mp4,121,8,120,False,a702e075b8539c7da700b275ddd74fea,False,,neutral,v2,dedup_group=3;start_anchor=money_rain_3_start9;endpoint_class=money_rain
start_v2__polygon_8__s42,S-GRID-START,NULLGEN,,polygon_8,42,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__polygon_8__ref_shadow_10__s42.mp4,121,8,120,False,19c88599713d92582bd414193a625bef,False,,neutral,v2,dedup_group=4;start_anchor=polygon_8_start9;endpoint_class=polygon
start_v2__polygon_8__s43,S-GRID-START,NULLGEN,,polygon_8,43,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__polygon_8__ref_shadow_10__s43.mp4,121,8,120,False,a90b527698981dc4098bffca109b7dc2,False,,neutral,v2,dedup_group=4;start_anchor=polygon_8_start9;endpoint_class=polygon
start_v2__portal_4__s42,S-GRID-START,NULLGEN,,portal_4,42,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__portal_4__ref_super_fast_run_0__s42.mp4,121,8,120,False,44ffa6bc39ce9c7a99743b78f7757ebb,False,,neutral,v2,dedup_group=3;start_anchor=portal_4_start9;endpoint_class=portal
start_v2__portal_4__s43,S-GRID-START,NULLGEN,,portal_4,43,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__portal_4__ref_super_fast_run_0__s43.mp4,121,8,120,False,c1a38b4a68022188fe9848066019d93a,False,,neutral,v2,dedup_group=3;start_anchor=portal_4_start9;endpoint_class=portal
start_v2__shadow_3__s42,S-GRID-START,NULLGEN,,shadow_3,42,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__shadow_3__ref_wireframe_0__s42.mp4,121,8,120,False,8a6738fd90404084bfcf7adb6207a257,False,,neutral,v2,dedup_group=3;start_anchor=shadow_3_start9;endpoint_class=shadow
start_v2__shadow_3__s43,S-GRID-START,NULLGEN,,shadow_3,43,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__shadow_3__ref_wireframe_0__s43.mp4,121,8,120,False,d7f52d25b4f59ae58463172db15c8155,False,,neutral,v2,dedup_group=3;start_anchor=shadow_3_start9;endpoint_class=shadow
start_v2__super_fast_run_3__s42,S-GRID-START,NULLGEN,,super_fast_run_3,42,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__super_fast_run_3__ref_color_rain_0__s42.mp4,121,8,120,False,f020fca1d5b1fdec146e6399825b4230,False,,neutral,v2,dedup_group=3;start_anchor=super_fast_run_3_start9;endpoint_class=super_fast_run
start_v2__super_fast_run_3__s43,S-GRID-START,NULLGEN,,super_fast_run_3,43,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__super_fast_run_3__ref_color_rain_0__s43.mp4,121,8,120,False,8f69904878dc4813fccefe6ea87f99f0,False,,neutral,v2,dedup_group=3;start_anchor=super_fast_run_3_start9;endpoint_class=super_fast_run
start_v2__wireframe_7__s42,S-GRID-START,NULLGEN,,wireframe_7,42,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__wireframe_7__ref_earth_element_4__s42.mp4,121,8,120,False,f0689b8b8ddda5ff9e1d40d115b458a7,False,,neutral,v2,dedup_group=2;start_anchor=wireframe_7_start9;endpoint_class=wireframe
start_v2__wireframe_7__s43,S-GRID-START,NULLGEN,,wireframe_7,43,store/gens/005_base_cond/02_neutral__dai/videos/G-ref-control__ctt_v2__wireframe_7__ref_earth_element_4__s43.mp4,121,8,120,False,f784f20f5b926fcc8c406f36871fec1a,False,,neutral,v2,dedup_group=2;start_anchor=wireframe_7_start9;endpoint_class=wireframe
start_v2__cotton_cloud_0__s42,S-GRID-START,NULLGEN,,cotton_cloud_0,42,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__cotton_cloud_0__ref_super_fast_run_0__s42.mp4,121,8,120,False,5dde97f733c1c37f6b13ec3004b586fc,False,,neutral,v2,dedup_group=2;start_anchor=cotton_cloud_0_start9;endpoint_class=cotton_cloud
start_v2__cotton_cloud_0__s43,S-GRID-START,NULLGEN,,cotton_cloud_0,43,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__cotton_cloud_0__ref_super_fast_run_0__s43.mp4,121,8,120,False,7f452183c06d2245811dd354f44bc3d7,False,,neutral,v2,dedup_group=2;start_anchor=cotton_cloud_0_start9;endpoint_class=cotton_cloud
start_v2__fire_element_2__s42,S-GRID-START,NULLGEN,,fire_element_2,42,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__fire_element_2__ref_wireframe_0__s42.mp4,121,8,120,False,1ae9c2f56d40b431cd9ee888b1ecbb5f,False,,neutral,v2,dedup_group=1;start_anchor=fire_element_2_start9;endpoint_class=fire_element
start_v2__fire_element_2__s43,S-GRID-START,NULLGEN,,fire_element_2,43,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__fire_element_2__ref_wireframe_0__s43.mp4,121,8,120,False,22c3a34bd312b5c6954e9234842b51c6,False,,neutral,v2,dedup_group=1;start_anchor=fire_element_2_start9;endpoint_class=fire_element
start_v2__live_concert_0__s42,S-GRID-START,NULLGEN,,live_concert_0,42,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__live_concert_0__ref_gas_transformation_6__s42.mp4,121,8,120,False,e4e46e8e0c41f109f8ac1ae13f750280,False,,neutral,v2,dedup_group=2;start_anchor=live_concert_0_start9;endpoint_class=live_concert
start_v2__live_concert_0__s43,S-GRID-START,NULLGEN,,live_concert_0,43,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__live_concert_0__ref_gas_transformation_6__s43.mp4,121,8,120,False,b39a3f954ab724cf9f23ee6a9752960b,False,,neutral,v2,dedup_group=2;start_anchor=live_concert_0_start9;endpoint_class=live_concert
start_v2__monstrosity_0__s42,S-GRID-START,NULLGEN,,monstrosity_0,42,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__monstrosity_0__ref_illustration_scene_4__s42.mp4,121,8,120,False,26ee15fcd3b6b4d1567e9686b897fa6f,False,,neutral,v2,dedup_group=1;start_anchor=monstrosity_0_start9;endpoint_class=monstrosity
start_v2__monstrosity_0__s43,S-GRID-START,NULLGEN,,monstrosity_0,43,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__monstrosity_0__ref_illustration_scene_4__s43.mp4,121,8,120,False,4c376eea6aec9dca1db27b73b56721b0,False,,neutral,v2,dedup_group=1;start_anchor=monstrosity_0_start9;endpoint_class=monstrosity
start_v2__mystification_0__s42,S-GRID-START,NULLGEN,,mystification_0,42,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__mystification_0__ref_illustration_scene_4__s42.mp4,121,8,120,False,c4254013e434c01059591a9890d6dd34,False,,neutral,v2,dedup_group=2;start_anchor=mystification_0_start9;endpoint_class=mystification
start_v2__mystification_0__s43,S-GRID-START,NULLGEN,,mystification_0,43,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__mystification_0__ref_illustration_scene_4__s43.mp4,121,8,120,False,49d22bebfd98100b38f6b4e3c2484492,False,,neutral,v2,dedup_group=2;start_anchor=mystification_0_start9;endpoint_class=mystification
start_v2__saint_glow_3__s42,S-GRID-START,NULLGEN,,saint_glow_3,42,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__saint_glow_3__ref_polygon_4__s42.mp4,121,8,120,False,901ea97d4b901b07a08f45d1ab10c82d,False,,neutral,v2,dedup_group=2;start_anchor=saint_glow_3_start9;endpoint_class=saint_glow
start_v2__saint_glow_3__s43,S-GRID-START,NULLGEN,,saint_glow_3,43,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__saint_glow_3__ref_polygon_4__s43.mp4,121,8,120,False,06642f2a9656feea6f9547d26e2ef8b1,False,,neutral,v2,dedup_group=2;start_anchor=saint_glow_3_start9;endpoint_class=saint_glow
start_v2__water_element_4__s42,S-GRID-START,NULLGEN,,water_element_4,42,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__water_element_4__ref_shadow_10__s42.mp4,121,8,120,False,baa37d0155a0803a9fd2188fc618f627,False,,neutral,v2,dedup_group=1;start_anchor=water_element_4_start9;endpoint_class=water_element
start_v2__water_element_4__s43,S-GRID-START,NULLGEN,,water_element_4,43,store/gens/005_base_cond/02_neutral__dai/videos/G-unseen-cross__ctt_v2__water_element_4__ref_shadow_10__s43.mp4,121,8,120,False,a2359cab56f833d8e3cf624a251ad77b,False,,neutral,v2,dedup_group=1;start_anchor=water_element_4_start9;endpoint_class=water_element
start_v2__luminous_gaze_3__s42,S-GRID-START,NULLGEN,,luminous_gaze_3,42,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-same__ctt_v2__luminous_gaze_3__ref_luminous_gaze_0__s42.mp4,121,8,120,False,b6502c8fa9e71f53cb70f24167b8490f,False,,neutral,v2,dedup_group=1;start_anchor=luminous_gaze_3_start9;endpoint_class=luminous_gaze
start_v2__luminous_gaze_3__s43,S-GRID-START,NULLGEN,,luminous_gaze_3,43,store/gens/005_base_cond/02_neutral__dai/videos/G-zs-same__ctt_v2__luminous_gaze_3__ref_luminous_gaze_0__s43.mp4,121,8,120,False,aeaa611398e4b95739be89ca1cccd2da,False,,neutral,v2,dedup_group=1;start_anchor=luminous_gaze_3_start9;endpoint_class=luminous_gaze
start_v3__animalization_3__s42,S-GRID-START,NULLGEN,,animalization_3,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__animalization_3__ref_animalization_1__s42.mp4,121,8,120,False,95f7c0d58dc65134c67bf97c19eb18ab,False,,neutral,v3,dedup_group=1;start_anchor=animalization_3_start9;endpoint_class=animalization
start_v3__animalization_3__s43,S-GRID-START,NULLGEN,,animalization_3,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__animalization_3__ref_animalization_1__s43.mp4,121,8,120,False,967935380b7da9e9b29ce340a7eda880,False,,neutral,v3,dedup_group=1;start_anchor=animalization_3_start9;endpoint_class=animalization
start_v3__color_rain_3__s42,S-GRID-START,NULLGEN,,color_rain_3,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__color_rain_3__ref_color_rain_1__s42.mp4,121,8,120,False,7f5867d85cf86977e7ab6f747482a565,False,,neutral,v3,dedup_group=1;start_anchor=color_rain_3_start9;endpoint_class=color_rain
start_v3__color_rain_3__s43,S-GRID-START,NULLGEN,,color_rain_3,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__color_rain_3__ref_color_rain_1__s43.mp4,121,8,120,False,b97ed75ca3ca7066e118628a54da8e79,False,,neutral,v3,dedup_group=1;start_anchor=color_rain_3_start9;endpoint_class=color_rain
start_v3__earth_element_1__s42,S-GRID-START,NULLGEN,,earth_element_1,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__earth_element_1__ref_earth_element_0__s42.mp4,121,8,120,False,123a9706edf770e1973650b47a2a73cd,False,,neutral,v3,dedup_group=1;start_anchor=earth_element_1_start9;endpoint_class=earth_element
start_v3__earth_element_1__s43,S-GRID-START,NULLGEN,,earth_element_1,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__earth_element_1__ref_earth_element_0__s43.mp4,121,8,120,False,670e0714a829f23391f600e05efb9299,True,,neutral,v3,dedup_group=1;start_anchor=earth_element_1_start9;endpoint_class=earth_element
start_v3__gas_transformation_1__s42,S-GRID-START,NULLGEN,,gas_transformation_1,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__gas_transformation_1__ref_gas_transformation_0__s42.mp4,121,8,120,False,27466cc978437929e4373b9a0283d38a,False,,neutral,v3,dedup_group=1;start_anchor=gas_transformation_1_start9;endpoint_class=gas_transformation
start_v3__gas_transformation_1__s43,S-GRID-START,NULLGEN,,gas_transformation_1,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__gas_transformation_1__ref_gas_transformation_0__s43.mp4,121,8,120,False,438ea591d4d367f1330db11eeea525a3,True,,neutral,v3,dedup_group=1;start_anchor=gas_transformation_1_start9;endpoint_class=gas_transformation
start_v3__illustration_scene_1__s42,S-GRID-START,NULLGEN,,illustration_scene_1,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__illustration_scene_1__ref_illustration_scene_0__s42.mp4,121,8,120,False,51af5819796a87a8fc2fbb005eb08b27,False,,neutral,v3,dedup_group=1;start_anchor=illustration_scene_1_start9;endpoint_class=illustration_scene
start_v3__illustration_scene_1__s43,S-GRID-START,NULLGEN,,illustration_scene_1,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__illustration_scene_1__ref_illustration_scene_0__s43.mp4,121,8,120,False,a1fcc6993b319cefab88146e0a7a9e67,False,,neutral,v3,dedup_group=1;start_anchor=illustration_scene_1_start9;endpoint_class=illustration_scene
start_v3__money_rain_2__s42,S-GRID-START,NULLGEN,,money_rain_2,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__money_rain_2__ref_money_rain_0__s42.mp4,121,8,120,False,99127cf4e6a4233d9df2aa6d0928d135,False,,neutral,v3,dedup_group=1;start_anchor=money_rain_2_start9;endpoint_class=money_rain
start_v3__money_rain_2__s43,S-GRID-START,NULLGEN,,money_rain_2,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__money_rain_2__ref_money_rain_0__s43.mp4,121,8,120,False,717a8414da85ce5a291b2b637eab0cc2,False,,neutral,v3,dedup_group=1;start_anchor=money_rain_2_start9;endpoint_class=money_rain
start_v3__polygon_1__s42,S-GRID-START,NULLGEN,,polygon_1,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__polygon_1__ref_polygon_0__s42.mp4,121,8,120,False,6474de609cbb2663f4beb1d49a8c57ef,False,,neutral,v3,dedup_group=1;start_anchor=polygon_1_start9;endpoint_class=polygon
start_v3__polygon_1__s43,S-GRID-START,NULLGEN,,polygon_1,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__polygon_1__ref_polygon_0__s43.mp4,121,8,120,False,abf9ec7443ee90ddd31fa19ab5e3d29c,False,,neutral,v3,dedup_group=1;start_anchor=polygon_1_start9;endpoint_class=polygon
start_v3__portal_10__s42,S-GRID-START,NULLGEN,,portal_10,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__portal_10__ref_portal_0__s42.mp4,121,8,120,False,078d1de0893eb6cb41e3af415833450b,False,,neutral,v3,dedup_group=1;start_anchor=portal_10_start9;endpoint_class=portal
start_v3__portal_10__s43,S-GRID-START,NULLGEN,,portal_10,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__portal_10__ref_portal_0__s43.mp4,121,8,120,False,02466376d53d5947690489e85a9a4468,False,,neutral,v3,dedup_group=1;start_anchor=portal_10_start9;endpoint_class=portal
start_v3__shadow_1__s42,S-GRID-START,NULLGEN,,shadow_1,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__shadow_1__ref_shadow_0__s42.mp4,121,8,120,False,5ee1f1c6b68c5a1af8e2a1cbea5b4ce8,False,,neutral,v3,dedup_group=1;start_anchor=shadow_1_start9;endpoint_class=shadow
start_v3__shadow_1__s43,S-GRID-START,NULLGEN,,shadow_1,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__shadow_1__ref_shadow_0__s43.mp4,121,8,120,False,9e123db113fa2c32fc0410de93687880,False,,neutral,v3,dedup_group=1;start_anchor=shadow_1_start9;endpoint_class=shadow
start_v3__super_fast_run_10__s42,S-GRID-START,NULLGEN,,super_fast_run_10,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__super_fast_run_10__ref_super_fast_run_1__s42.mp4,121,8,120,False,1250de1fae17bdd939151a78fb143664,False,,neutral,v3,dedup_group=1;start_anchor=super_fast_run_10_start9;endpoint_class=super_fast_run
start_v3__super_fast_run_10__s43,S-GRID-START,NULLGEN,,super_fast_run_10,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__super_fast_run_10__ref_super_fast_run_1__s43.mp4,121,8,120,False,ffdbb3524564704904b6a92f117f883b,False,,neutral,v3,dedup_group=1;start_anchor=super_fast_run_10_start9;endpoint_class=super_fast_run
start_v3__wireframe_2__s42,S-GRID-START,NULLGEN,,wireframe_2,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__wireframe_2__ref_wireframe_1__s42.mp4,121,8,120,False,24228e2e83b8f6ac332c9c7d7ae48581,False,,neutral,v3,dedup_group=1;start_anchor=wireframe_2_start9;endpoint_class=wireframe
start_v3__wireframe_2__s43,S-GRID-START,NULLGEN,,wireframe_2,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-fit__base_cond_neutral_v3__wireframe_2__ref_wireframe_1__s43.mp4,121,8,120,False,0d4e0dc5e81be17e40ee5bc26c878235,False,,neutral,v3,dedup_group=1;start_anchor=wireframe_2_start9;endpoint_class=wireframe
start_v3__animalization_0__s42,S-GRID-START,NULLGEN,,animalization_0,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__animalization_0__ref_animalization_1__s42.mp4,121,8,120,False,d903c7008b34311de0662b8efa7cedc1,False,,neutral,v3,dedup_group=4;start_anchor=animalization_0_start9;endpoint_class=animalization
start_v3__animalization_0__s43,S-GRID-START,NULLGEN,,animalization_0,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__animalization_0__ref_animalization_1__s43.mp4,121,8,120,False,f28f188dc838765da2b7e891cb99a09c,False,,neutral,v3,dedup_group=4;start_anchor=animalization_0_start9;endpoint_class=animalization
start_v3__color_rain_0__s42,S-GRID-START,NULLGEN,,color_rain_0,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__color_rain_0__ref_color_rain_1__s42.mp4,121,8,120,False,b084ddb84ae60a6bf73e4da9fa03c90c,False,,neutral,v3,dedup_group=5;start_anchor=color_rain_0_start9;endpoint_class=color_rain
start_v3__color_rain_0__s43,S-GRID-START,NULLGEN,,color_rain_0,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__color_rain_0__ref_color_rain_1__s43.mp4,121,8,120,False,f9c05f3366bb1ffe5524fdb66c7c1532,False,,neutral,v3,dedup_group=5;start_anchor=color_rain_0_start9;endpoint_class=color_rain
start_v3__earth_element_4__s42,S-GRID-START,NULLGEN,,earth_element_4,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__earth_element_4__ref_earth_element_0__s42.mp4,121,8,120,False,6cb21f852f0e5cb0af62dbf5154ebf87,False,,neutral,v3,dedup_group=5;start_anchor=earth_element_4_start9;endpoint_class=earth_element
start_v3__earth_element_4__s43,S-GRID-START,NULLGEN,,earth_element_4,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__earth_element_4__ref_earth_element_0__s43.mp4,121,8,120,False,e5f0ebdc1b1731d3e5754bdd71f7950a,False,,neutral,v3,dedup_group=5;start_anchor=earth_element_4_start9;endpoint_class=earth_element
start_v3__gas_transformation_6__s42,S-GRID-START,NULLGEN,,gas_transformation_6,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__gas_transformation_6__ref_gas_transformation_0__s42.mp4,121,8,120,False,f5c6293979d44274293ed779ebfdea7d,False,,neutral,v3,dedup_group=4;start_anchor=gas_transformation_6_start9;endpoint_class=gas_transformation
start_v3__gas_transformation_6__s43,S-GRID-START,NULLGEN,,gas_transformation_6,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__gas_transformation_6__ref_gas_transformation_0__s43.mp4,121,8,120,False,32b1271cba4e7d1581ee705aa49b73c8,False,,neutral,v3,dedup_group=4;start_anchor=gas_transformation_6_start9;endpoint_class=gas_transformation
start_v3__illustration_scene_4__s42,S-GRID-START,NULLGEN,,illustration_scene_4,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__illustration_scene_4__ref_illustration_scene_0__s42.mp4,121,8,120,False,9787fc6b52c119a938f9b3fc71d66cb7,False,,neutral,v3,dedup_group=4;start_anchor=illustration_scene_4_start9;endpoint_class=illustration_scene
start_v3__illustration_scene_4__s43,S-GRID-START,NULLGEN,,illustration_scene_4,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__illustration_scene_4__ref_illustration_scene_0__s43.mp4,121,8,120,False,8b1b5e756bb98d5c28cfbdb877648002,False,,neutral,v3,dedup_group=4;start_anchor=illustration_scene_4_start9;endpoint_class=illustration_scene
start_v3__money_rain_1__s42,S-GRID-START,NULLGEN,,money_rain_1,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__money_rain_1__ref_money_rain_0__s42.mp4,121,8,120,False,57b17df069b7e9cd0112beda3bb3dfab,False,,neutral,v3,dedup_group=4;start_anchor=money_rain_1_start9;endpoint_class=money_rain
start_v3__money_rain_1__s43,S-GRID-START,NULLGEN,,money_rain_1,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__money_rain_1__ref_money_rain_0__s43.mp4,121,8,120,False,3d4f981bf9b4a8d16a755a989ac5fa93,False,,neutral,v3,dedup_group=4;start_anchor=money_rain_1_start9;endpoint_class=money_rain
start_v3__polygon_4__s42,S-GRID-START,NULLGEN,,polygon_4,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__polygon_4__ref_polygon_0__s42.mp4,121,8,120,False,a868079356ca5cc71d8a2f1ce84a5768,False,,neutral,v3,dedup_group=4;start_anchor=polygon_4_start9;endpoint_class=polygon
start_v3__polygon_4__s43,S-GRID-START,NULLGEN,,polygon_4,43,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__polygon_4__ref_polygon_0__s43.mp4,121,8,120,False,035f96f3ba2a691fff49ef7af1cfbe1a,False,,neutral,v3,dedup_group=4;start_anchor=polygon_4_start9;endpoint_class=polygon
start_v3__portal_1__s42,S-GRID-START,NULLGEN,,portal_1,42,store/gens/005_base_cond/04_neutral_v3__dai/videos/G-memo-probe__base_cond_neutral_v3__portal_1__ref_portal_0__s42.mp4,121,8,120,False,14933c5b3cbd1bbab2d4ba6ae21a4190,False,,neutral,v3,dedup_group=4;start_anchor=portal_1_start9;endpoint_class=portal
